404004 - 1 for period 32 to 32
404004,32, Stock Issue,116449,07/09/2011,47.2,,ST0056 x 1 @ 47.2000 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,116467,07/09/2011,94.4,,ST0056 x 2 @ 47.2000 ,RCHS Department
404004,32, Stock Issue,116505,07/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,116860,07/09/2011,1000,,ST0014 x 10 @ 100.0000 ,Care and Treatment Clinic
404004,32, Stock Issue,117225,07/09/2011,262.498,,ST0018 x 1 @ 262.4980 ,ICU
404004,32, Stock Issue,116882,08/09/2011,1074.4302,,ST0069 x 3 @ 358.1434 ,Amani Ward
404004,32, Stock Issue,117243,08/09/2011,262.498,,ST0018 x 1 @ 262.4980 ,Lena Peadiatric Department
404004,32, Stock Issue,117248,08/09/2011,787.494,,ST0018 x 3 @ 262.4980 ,Amani Ward
404004,32, Stock Issue,116787,09/09/2011,1000,,ST0014 x 10 @ 100.0000 ,Administration
404004,32, Stock Issue,116985,09/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Care and Treatment Clinic
404004,32, Stock Issue,117314,09/09/2011,262.498,,ST0018 x 1 @ 262.4980 ,Theater
404004,32, Stock Issue,117187,10/09/2011,13415,,ST0036 x 500 @ 26.8300 ,RCHS Department
404004,32, Stock Issue,117362,12/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Surgical Ward 1 (General Ward)
404004,32, Stock Issue,117383,12/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Lena Peadiatric Department
404004,32, Stock Issue,117397,12/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,117432,12/09/2011,472,,ST0056 x 10 @ 47.2000 ,RCHS Department
404004,32, Stock Issue,117480,12/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Eye department
404004,32, Stock Issue,117528,12/09/2011,4072.977,,ST0032 x 10 @ 407.2977 ,Inpatient Department
404004,32, Stock Issue,117540,12/09/2011,47.2,,ST0056 x 1 @ 47.2000 ,Maternity Ward
404004,32, Stock Issue,117546,12/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,117478,13/09/2011,236,,ST0056 x 5 @ 47.2000 ,Surgical Ward 2 (Orthopedic Ward)
404004,32, Stock Issue,117599,13/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Maternity Ward
404004,32, Stock Issue,117612,13/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Radiology Department
404004,32, Stock Issue,117616,13/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Surgical Ward 1 (General Ward)
404004,32, Stock Issue,117672,13/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,117747,13/09/2011,45000,,ST0043 x 5 @ 9000.0000 ,Administration
404004,32, Stock Issue,117749,13/09/2011,200,,ST0014 x 2 @ 100.0000 ,Laboratory Department
404004,32, Stock Issue,117853,14/09/2011,874.1587,,ST0048 x 1 @ 874.1587 ,Laboratory Department
404004,32, Stock Issue,117920,14/09/2011,407.2977,,ST0032 x 1 @ 407.2977 ,Engineering Section ( Garage)
404004,32, Stock Issue,119816,14/09/2011,141145.2019,,ST0006 x 1 @ 141145.2019 ,RCHS Department
404004,32, Stock Issue,119817,14/09/2011,8850,,ST0005 x 3 @ 2950.0000 ,Care and Treatment Clinic
404004,32, Stock Issue,117960,15/09/2011,874.1587,,ST0048 x 1 @ 874.1587 ,Laboratory Department
404004,32, Stock Issue,119825,15/09/2011,407.2977,,ST0032 x 1 @ 407.2977 ,Laboratory Department
404004,32, Stock Issue,119842,15/09/2011,8850,,ST0005 x 3 @ 2950.0000 ,Hazina
404004,32, Stock Issue,118908,16/09/2011,358.1434,,ST0069 x 1 @ 358.1434 ,Amani Ward
404004,32, Stock Issue,118923,16/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Surgical Ward 1 (General Ward)
404004,32, Stock Issue,118929,16/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,119855,16/09/2011,4985.9646,,ST0035 x 1 @ 4985.9646 ,Radiology Department
404004,32, Stock Issue,119862,16/09/2011,13415,,ST0038 x 500 @ 26.8300 ,Haydom School of Nursing
404004,32, Stock Issue,119863,16/09/2011,13415,,ST0037 x 500 @ 26.8300 ,Haydom School of Nursing
404004,32, Stock Issue,118240,17/09/2011,50,,ST0016 x 1 @ 50.0000 ,ICU
404004,32, Stock Issue,118485,17/09/2011,50,,ST0016 x 1 @ 50.0000 ,Lena Peadiatric Department
404004,32, Stock Issue,118502,17/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,119874,17/09/2011,4985.9646,,ST0035 x 1 @ 4985.9646 ,IV Unit
404004,32, Stock Issue,118630,19/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Theater
404004,32, Stock Issue,118711,19/09/2011,27058.8235,,ST0033 x 1 @ 27058.8235 ,Haydom School of Nursing
404004,32, Stock Issue,118729,19/09/2011,1000,,ST0014 x 10 @ 100.0000 ,Administration
404004,32, Stock Issue,118730,19/09/2011,500,,ST0016 x 10 @ 50.0000 ,Administration
404004,32, Stock Issue,118789,19/09/2011,800,,ST0125 x 4 @ 200.0000 ,Engineering Section ( Garage)
404004,32, Stock Issue,118797,19/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,119877,19/09/2011,8028.4032,,ST0012 x 2 @ 4014.2016 ,Gate HLH
404004,32, Stock Issue,119895,19/09/2011,814.5954,,ST0032 x 2 @ 407.2977 ,Hazina
404004,32, Stock Issue,118661,20/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Lena Peadiatric Department
404004,32, Stock Issue,118684,20/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,ICU
404004,32, Stock Issue,118889,20/09/2011,200,,ST0014 x 2 @ 100.0000 ,Laboratory Department
404004,32, Stock Issue,119006,20/09/2011,1000,,ST0016 x 20 @ 50.0000 ,Administration
404004,32, Stock Issue,119019,21/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Surgical Ward 1 (General Ward)
404004,32, Stock Issue,119039,21/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Lena Peadiatric Department
404004,32, Stock Issue,119087,21/09/2011,100,,ST0016 x 2 @ 50.0000 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,119165,21/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Engineering Section ( Garage)
404004,32, Stock Issue,119175,21/09/2011,2500,,ST0016 x 50 @ 50.0000 ,Hazina
404004,32, Stock Issue,119259,21/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Maternity Ward
404004,32, Stock Issue,119920,21/09/2011,38714.6555,,ST0049 x 1 @ 38714.6555 ,Engineering Section ( Garage)
404004,32, Stock Issue,119309,22/09/2011,874.1587,,ST0048 x 1 @ 874.1587 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,119373,22/09/2011,874.1587,,ST0048 x 1 @ 874.1587 ,Medical Records Department
404004,32, Stock Issue,119931,22/09/2011,13415,,ST0036 x 500 @ 26.8300 ,RCHS Department
404004,32, Stock Issue,119535,26/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,RCHS Department
404004,32, Stock Issue,120953,26/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Kansay Health Center
404004,32, Stock Issue,119684,27/09/2011,5000,,ST0016 x 100 @ 50.0000 ,Administration
404004,32, Stock Issue,119693,27/09/2011,407.2977,,ST0032 x 1 @ 407.2977 ,Engineering Section ( Garage)
404004,32, Stock Issue,119728,27/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Psychiatry department
404004,32, Stock Issue,119760,27/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Hazina
404004,32, Stock Issue,119987,27/09/2011,4956,,ST0096 x 6 @ 826.0000 ,Medical Ward 2 (TB Ward)
404004,32, Stock Issue,120116,28/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,120218,28/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,ICU
404004,32, Stock Issue,119660,29/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,120082,29/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Administration
404004,32, Stock Issue,120856,29/09/2011,13415,,ST0036 x 500 @ 26.8300 ,Gendabi Health Center
404004,32, Stock Issue,120857,29/09/2011,13415,,ST0037 x 500 @ 26.8300 ,Gendabi Health Center
404004,32, Stock Issue,120858,29/09/2011,13415,,ST0038 x 500 @ 26.8300 ,Gendabi Health Center
404004,32, Stock Issue,120881,29/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Gendabi Health Center
404004,32, Payment - GL,9780,30/09/2011,320000,,Yekonia Deles - Purchase of 10pcs copy &amp; printers ,None
404004,32, Payment - GL,9781,30/09/2011,,320000,Yekonia Deles - Purchase of 10pcs copy &amp; printers ,None
404004,32, Stock Issue,120906,30/09/2011,13415,,ST0036 x 500 @ 26.8300 ,Balangdalalu Health Centre
404004,32, Stock Issue,120907,30/09/2011,13415,,ST0037 x 500 @ 26.8300 ,Balangdalalu Health Centre
404004,32, Stock Issue,120908,30/09/2011,13415,,ST0038 x 500 @ 26.8300 ,Balangdalalu Health Centre
404004, 32, Period Total,,,1064686.1319
404004,32, Total Period Movement,,,1064686.1319
