"Purchase Order Report","Detail By Order Number
"Date Type","Order"
"Date Range","01/11/2013 To 21/11/2013"
"Line Item Status","All"
"Stock Category","All"
"Order No","Part Number","Order Date","Supplier No","Supplier Name","Order Qty","Extended Cost","Extended Price","Invoiced Qty","Line Status","Item Due","Part Description"
"5110","F00018","05/11/2013","N200-629","Haydom Shop",240,290,000.02,289,999.20,0,"Completed","05/11/2013","Wheat Flour"
"5110","GF00010","05/11/2013","N200-629","Haydom Shop",200,50,000.00,50,000.00,0,"Completed","05/11/2013","TOILET PAPER"
"5110","F00001","05/11/2013","N200-629","Haydom Shop",50,80,849.75,77,000.00,0,"Completed","05/11/2013","Sugar- white ( Kg)"
"5110","SC009","05/11/2013","N200-629","Haydom Shop",10,15,000.00,15,000.00,0,"Completed","05/11/2013","TISSUE"
"5111","F00014","05/11/2013","NPS0016","Haydom Market ",70,75,294.42,70,000.00,70,"Completed","05/11/2013","COW MILK"
"5111","F00037","05/11/2013","NPS0016","Haydom Market ",216,74,379.97,75,600.00,216,"Completed","05/11/2013","Eggs (each)"
"5112","F00029","05/11/2013","N200-629","Haydom Shop",20,232,000.00,232,000.00,20,"Completed","05/11/2013","SODA COCA 350mils (Cret)"
"5112","F00189","05/11/2013","N200-629","Haydom Shop",20,214,000.00,214,000.00,20,"Completed","05/11/2013","Soda  Pepsi 350mils (Cret)"
"5113","GF00025","05/11/2013","NPS0016","Haydom Market ",100,15,000.00,15,000.00,100,"Completed","05/11/2013","Banana"
"5113","GF00080","05/11/2013","NPS0016","Haydom Market ",116,23,200.00,23,200.00,116,"Completed","05/11/2013","HOHO"
"5113","F00048","05/11/2013","NPS0016","Haydom Market ",100,20,000.00,20,000.00,100,"Completed","05/11/2013","ORANGES"
"5113","F00011","05/11/2013","NPS0016","Haydom Market ",6,72,000.00,72,000.00,6,"Completed","05/11/2013","Potatoes (Pack)"
"5113","F00025","05/11/2013","NPS0016","Haydom Market ",4,59,966.33,60,000.00,4,"Completed","05/11/2013","ONIONS (Pack)"
"5113","F00026","05/11/2013","NPS0016","Haydom Market ",3,30,000.00,30,000.00,3,"Completed","05/11/2013","TOMATOES (pack)"
"5114","G14","05/11/2013","N200-634","Getamo Shop",10,4,405.51,5,000.00,0,"Completed","05/11/2013","BOLT"
"5114","G5","05/11/2013","N200-634","Getamo Shop",10,25,000.00,65,000.00,0,"Completed","05/11/2013","  Bolt No.13"
"5114","G6","05/11/2013","N200-634","Getamo Shop",8,800.00,2,400.00,0,"Completed","05/11/2013","Washel"
"5115","X271701","05/11/2013","NPS0011","VASCO PHARMACY",24,71,923.93,55,200.00,24,"Completed","05/11/2013","Haemovit syrup, bottle 200mL"
"5115","BS0007","05/11/2013","NPS0011","VASCO PHARMACY",500,45,306.15,47,500.00,500,"Completed","05/11/2013","Surgical blades size 23"
"5115","T00088","05/11/2013","NPS0011","VASCO PHARMACY",20,53,846.15,65,000.00,20,"Completed","05/11/2013","Battery size C"
"5115","F732330","05/11/2013","NPS0011","VASCO PHARMACY",1,000,1,143,497.90,1,100,000.00,1,000,"Completed","05/11/2013","Ceftriaxone injection 1 g (powder)"
"5115","J112100","05/11/2013","NPS0011","VASCO PHARMACY",100,145,939.54,150,000.00,100,"Completed","05/11/2013","Vitamin K injection 10 mg/mL, vial 1 mL"
"5115","BN0006","05/11/2013","NPS0011","VASCO PHARMACY",2,500,678,835.50,437,500.00,2,500,"Completed","05/11/2013","Syringes insuline,1ml"
"5115","F731000","05/11/2013","NPS0011","VASCO PHARMACY",10,000,290,382.00,350,000.00,10,000,"Completed","05/11/2013","Phenoxymethyl penicillin (Pen V) tabs 250 mg"
"5115","F731221","05/11/2013","NPS0011","VASCO PHARMACY",300,238,802.28,255,000.00,300,"Completed","05/11/2013","Amoxycillin suspension 125 mg per 5 mL, bottle 100"
"5115","F736110","05/11/2013","NPS0011","VASCO PHARMACY",300,241,793.37,270,000.00,300,"Completed","05/11/2013","Cotrimoxazole susp. 240 mg p/5mL, 100ml (Bactrim)"
"5115","E660000","05/11/2013","NPS0011","VASCO PHARMACY",10,000,93,759.00,95,000.00,10,000,"Completed","05/11/2013","Phenobarbitone tabs 30 mg"
"5115","BS0008","05/11/2013","NPS0011","VASCO PHARMACY",500,43,068.20,47,500.00,500,"Completed","05/11/2013","Surgical blades size 24"
"5115","G811305","05/11/2013","NPS0011","VASCO PHARMACY",2,000,0.00,190,000.00,2,000,"Completed","05/11/2013","Baclofen"
"5116","BN0007","05/11/2013","NPS 0003","Mak Medics Ltd",1,900,671,157.71,1,045,000.00,1,900,"Completed","05/11/2013","Blood giving sets"
"5116","IV0025","05/11/2013","NPS 0003","Mak Medics Ltd",20,134,147.06,180,000.00,20,"Completed","05/11/2013","Mannitol injectable solution 20%, 1 Liter"
"5116","L00046","05/11/2013","NPS 0003","Mak Medics Ltd",30,1,053,199.64,570,000.00,30,"Completed","05/11/2013","VDRL (RPR) Rapid test"
"5116","E00009","05/11/2013","NPS 0003","Mak Medics Ltd",10,580,108.70,150,000.00,10,"Completed","05/11/2013","Stethoscope"
"5117","ST0027","05/11/2013","N200-629","Haydom Shop",3,232,000.00,240,000.00,3,"Completed","05/11/2013","Inkjet cartridge No. 135"
"5117","T000176","05/11/2013","N200-629","Haydom Shop",3,238,000.00,240,000.00,3,"Completed","05/11/2013","Cartridge no.134"
"5117","ST00175","05/11/2013","N200-629","Haydom Shop",3,294,000.00,240,000.00,3,"Completed","05/11/2013","CARTRIDGE NO.130"
"5117","ST0082","05/11/2013","N200-629","Haydom Shop",3,147,000.00,147,000.00,3,"Completed","05/11/2013","Print catridge  HP 22"
"5117","ST0010","05/11/2013","N200-629","Haydom Shop",24,32,675.00,36,000.00,24,"Completed","05/11/2013","Correcting fluid"
"5118","SC0012","05/11/2013","N200-629","Haydom Shop",200,563,073.88,700,000.00,200,"Completed","05/11/2013","Sodium hypochlorite soln (JIK)"
"5119","L00207","05/11/2013","NPS0057","Bupamba General supplies",36,880,375.72,2,664,000.00,36,"Completed","05/11/2013","Hb 201 cuvvet "
"5120","BN0005","05/11/2013","NPS0011","VASCO PHARMACY",1,000,1,146,395.10,1,800,000.00,925,"Open","05/11/2013","Syringes 60mls"
"5121","L00210","05/11/2013","NPS 0003","Mak Medics Ltd",1,800,000.00,1,250,000.00,1,"Completed","05/11/2013","Hemo control Hb machine"
"5122","T00042","05/11/2013","N200-629","Haydom Shop",48,179,615.27,192,000.00,0,"Completed","05/11/2013","Vaseline"
"5123","BS00042","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",40,1,850,256.41,1,720,000.00,0,"Open","05/11/2013","Coated Vicryl/polyglycolic acid 0,RB,Taper point"
"5123","BS00025","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,257,142.86,250,000.00,0,"Completed","05/11/2013","Monofilament polypropylene 1 heavy trocar point"
"5123","BS00052","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,252,000.00,250,000.00,0,"Completed","05/11/2013","Chromic catgut no.1 RB"
"5123","BS00043","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",40,1,795,912.98,1,720,000.00,0,"Open","05/11/2013","Coated Vicryl/polyglycolic acid 1,RB,Taper point"
"5123","BS00041","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,600,000.00,250,000.00,0,"Completed","05/11/2013","Monofilament polypropylene 3  cutting"
"5123","BS00044","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",30,1,350,000.00,1,290,000.00,0,"Open","05/11/2013","Coated Vicryl/polyglycolic acid 3/0,RB,Taper point"
"5123","BS00050","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,640,000.00,250,000.00,0,"Completed","05/11/2013","Monofilampolypropylene 0 1m Halfcirlce taper,cut."
"5123","BS00045","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",40,1,867,838.91,1,720,000.00,0,"Open","05/11/2013","Coated Vicryl/polyglycolic acid 2/0,RB,Taper point"
"5123","BS00029","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,282,636.09,250,000.00,0,"Completed","05/11/2013","Suture chromic catgut 2 0 75 RB"
"5123","BS00021","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,240,000.00,250,000.00,0,"Completed","05/11/2013","Monofilament polyam 2  70cm Reverse cutting"
"5123","BS00033","05/11/2013","NPS00007","Medicare Equipment  Co.ltd",20,245,625.00,250,000.00,0,"Completed","05/11/2013","Suture chromic catgut 0 L75cmhalf circ RB"
"5124","ST0021","05/11/2013","NPS0009","Arusha Printing Press",6,000,0.00,885,000.00,0,"Open","05/11/2013","History sheets"
"5124","ST0023","05/11/2013","NPS0009","Arusha Printing Press",10,000,294,580.00,342,200.00,0,"Completed","05/11/2013","In Out cards"
"5124","ST0036","05/11/2013","NPS0009","Arusha Printing Press",10,000,0.00,413,000.00,0,"Open","05/11/2013","OPD cards buff"
"5124","ST0037","05/11/2013","NPS0009","Arusha Printing Press",10,000,0.00,413,000.00,0,"Open","05/11/2013","OPD cards green"
"5124","ST0038","05/11/2013","NPS0009","Arusha Printing Press",10,000,0.00,413,000.00,0,"Open","05/11/2013","OPD cards red"
"5125","ST0077","05/11/2013","N200-629","Haydom Shop",24,23,359.19,24,000.00,24,"Completed","05/11/2013","CELLOTAPE"
"5125","ST0048","05/11/2013","N200-629","Haydom Shop",100,40,000.00,50,000.00,100,"Completed","05/11/2013","Staple pins size 24/6"
"5125","ST0004","05/11/2013","N200-629","Haydom Shop",400,75,751.28,76,000.00,400,"Completed","05/11/2013","Blue pen"
"5126","SC0009","05/11/2013","N200-629","Haydom Shop",60,48,851.97,48,000.00,60,"Completed","05/11/2013","Sabuni ya mche"
"5126","ST0125","05/11/2013","N200-629","Haydom Shop",192,76,800.00,51,999.36,192,"Completed","05/11/2013","Battery ABC Size AAA."
"5126","T00040","05/11/2013","N200-629","Haydom Shop",96,48,000.00,48,000.00,96,"Completed","05/11/2013","Battery ABC Size D "
"5126","F00001","05/11/2013","N200-629","Haydom Shop",500,808,497.45,780,000.00,500,"Completed","05/11/2013","Sugar- white ( Kg)"
"5127","SC0010","05/11/2013","N200-629","Haydom Shop",600,956,960.76,1,200,000.00,600,"Completed","05/11/2013","LIQUID SOAP"
"5128","W10008","05/11/2013","N200-634","Getamo Shop",20,141,593.75,160,000.00,0,"Completed","05/11/2013","Oil No.40"
"5129","SF00009","05/11/2013","NPS0016","Haydom Market ",10,140,000.00,120,000.00,0,"Completed","05/11/2013","CHARCOAL ( Pack)"
"5130","G14","06/11/2013","N200-629","Haydom Shop",10,4,405.51,5,000.00,0,"Completed","06/11/2013","BOLT"
"5130","G5","06/11/2013","N200-629","Haydom Shop",10,25,000.00,65,000.00,0,"Completed","06/11/2013","  Bolt No.13"
"5130","G6","06/11/2013","N200-629","Haydom Shop",8,800.00,2,400.00,0,"Completed","06/11/2013","Washel"
"5131","W28548","06/11/2013","N200-628","Daudi Manya Maga",6,000,12,900,000.00,12,900,000.00,6,000,"Completed","06/11/2013","Diesel"
"5133","F00029","07/11/2013","N200-629","Haydom Shop",1,11,600.00,11,600.00,0,"Completed","07/11/2013","SODA COCA 350mils (Cret)"
"5134","F00062","07/11/2013","NPS0024","Arusha Shop",50,0.00,900,000.00,0,"Open","07/11/2013","MILK POWDER(lactogen 1)"
"5135","ST0044","08/11/2013","N200-629","Haydom Shop",200,40,000.00,38,000.00,200,"Completed","08/11/2013","Red pen"
"5135","ST0032","08/11/2013","N200-629","Haydom Shop",120,56,770.10,60,000.00,120,"Completed","08/11/2013","Marker pen"
"5135","ST0076","08/11/2013","N200-629","Haydom Shop",40,20,000.00,20,000.00,40,"Completed","08/11/2013","CLEAR BAG"
"5135","ST0014","08/11/2013","N200-629","Haydom Shop",200,19,511.42,30,000.00,200,"Completed","08/11/2013","Envelope  A4"
"5135","ST0075","08/11/2013","N200-629","Haydom Shop",40,40,000.00,40,000.00,40,"Completed","08/11/2013","NOTE BOOK"
"5135","ST0016","08/11/2013","N200-629","Haydom Shop",500,24,885.15,25,000.00,500,"Completed","08/11/2013","Envelope- manila"
"5136","ST0111","08/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",2,0.00,47,200.00,0,"Open","08/11/2013","Friction Pad"
"5136","ST00374","08/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",1,0.00,70,800.00,0,"Open","08/11/2013","ARDF Belt"
"5136","ST00375","08/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",1,0.00,129,800.00,0,"Open","08/11/2013","ARDF separation roller"
"5136","ST00376","08/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",1,0.00,23,600.00,0,"Open","08/11/2013","ARDF pickup roller"
"5136","ST002116","08/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",2,0.00,66,080.00,0,"Open","08/11/2013","PAPER FEED ROLLER"
"5137","GF0045","08/11/2013","NHMS 50","Haydom Meat supplies",140,700,000.00,700,000.00,0,"Completed","08/11/2013","Pork Meat"
"5138","ST00301","13/11/2013","N200-629","Haydom Shop",200,20,000.00,30,000.00,200,"Completed","13/11/2013","Lamination film for ID cards"
"5138","ST0069","13/11/2013","N200-629","Haydom Shop",100,23,945.65,30,000.00,100,"Completed","13/11/2013","LAMINATIONA FILM"
"5138","ST00134","13/11/2013","N200-629","Haydom Shop",500,43,333.35,100,000.00,500,"Completed","13/11/2013","ID Clips"
"5138","ST0075","13/11/2013","N200-629","Haydom Shop",20,20,000.00,20,000.00,20,"Completed","13/11/2013","NOTE BOOK"
"5139","ST0053","13/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",6,480,000.00,504,000.00,0,"Completed","13/11/2013","Torner for nashuatec copier"
"5139","ST0024","13/11/2013","NPS0007","Busines Machines Tanzania LTD (BMTL)",5,176,096.68,175,000.00,0,"Completed","13/11/2013","ink for copy printer "
"5140","N162210","13/11/2013","NPS0001","Mission for Essential Medical Supplies",5,000,0.00,143,750.00,0,"Open","13/11/2013","Metformin tabs 500 mg"
"5141","L00285","13/11/2013","NPS 0003","Mak Medics Ltd",80,1,840,000.00,1,840,000.00,0,"Completed","13/11/2013","H. Pylori rapid test"
"5141","L00201","13/11/2013","NPS 0003","Mak Medics Ltd",50,3,140,000.00,1,250,000.00,0,"Completed","13/11/2013","MALARIA RAPID TEST"
"5141","L00048","13/11/2013","NPS 0003","Mak Medics Ltd",20,271,454.93,280,000.00,0,"Completed","13/11/2013","Brucella test kit"
"5142","F00027","13/11/2013","NPS0016","Haydom Market ",6,108,000.00,108,000.00,0,"Completed","13/11/2013","CARROT (pack)"
"5143","F00020","13/11/2013","N200-629","Haydom Shop",12,109,500.00,108,000.00,0,"Completed","13/11/2013","COFFEE"
"5143","GF00002","13/11/2013","N200-629","Haydom Shop",12,26,000.00,26,000.04,0,"Completed","13/11/2013","Mixed fruits Jam (Each)"
"5143","F00015","13/11/2013","N200-629","Haydom Shop",12,70,000.00,69,999.96,0,"Completed","13/11/2013","Blueband 1kg"
"5143","GF00057","13/11/2013","N200-629","Haydom Shop",24,33,333.33,36,000.00,0,"Completed","13/11/2013","TEA BAGS (Each)"
"5143","F00061","13/11/2013","N200-629","Haydom Shop",12,102,000.00,102,000.00,0,"Completed","13/11/2013","MILK POWDER (NIDO)"
"5144","GF00008","13/11/2013","NPS0016","Haydom Market ",4,5,384.62,4,000.00,0,"Completed","13/11/2013","CABBAGE ( Each)"
"5144","F00011","13/11/2013","NPS0016","Haydom Market ",6,72,000.00,72,000.00,0,"Completed","13/11/2013","Potatoes (Pack)"
"5144","GF00025","13/11/2013","NPS0016","Haydom Market ",120,18,000.00,18,000.00,0,"Completed","13/11/2013","Banana"
"5144","F00026","13/11/2013","NPS0016","Haydom Market ",6,60,000.00,60,000.00,0,"Completed","13/11/2013","TOMATOES (pack)"
"5144","F00048","13/11/2013","NPS0016","Haydom Market ",60,12,000.00,12,000.00,0,"Completed","13/11/2013","ORANGES"
"5144","F00025","13/11/2013","NPS0016","Haydom Market ",2,29,983.16,30,000.00,0,"Completed","13/11/2013","ONIONS (Pack)"
"5144","CF0004","13/11/2013","NPS0016","Haydom Market ",60,12,000.00,12,000.00,0,"Completed","13/11/2013","MANGO"
"5144","GF00080","13/11/2013","NPS0016","Haydom Market ",50,10,000.00,10,000.00,0,"Completed","13/11/2013","HOHO"
"5144","F00007","13/11/2013","NPS0016","Haydom Market ",120,24,000.00,24,000.00,0,"Completed","13/11/2013","Vegetables (Pack)"
"5145","F00001","13/11/2013","N200-629","Haydom Shop",100,161,699.49,154,000.00,0,"Completed","13/11/2013","Sugar- white ( Kg)"
"5145","F00028","13/11/2013","N200-629","Haydom Shop",10,100,000.00,100,000.00,0,"Completed","13/11/2013","KILIMANJARO WATER 1.5lt (pack)"
"5145","F00031","13/11/2013","N200-629","Haydom Shop",15,67,500.00,67,500.00,0,"Completed","13/11/2013","KILIMANJARO WATER 0.5 (pack)"
"5145","F00018","13/11/2013","N200-629","Haydom Shop",168,203,000.01,202,999.44,0,"Completed","13/11/2013","Wheat Flour"
"5146","F00014","13/11/2013","NPS0016","Haydom Market ",70,75,294.42,70,000.00,0,"Completed","13/11/2013","COW MILK"
"5146","F00037","13/11/2013","NPS0016","Haydom Market ",110,37,878.69,38,500.00,0,"Completed","13/11/2013","Eggs (each)"
"5147","BN0004","14/11/2013","NPS0011","VASCO PHARMACY",20,700,0.00,1,552,500.00,0,"Open","14/11/2013","Syringes 5ml"
"5147","C313100","14/11/2013","NPS0011","VASCO PHARMACY",1,000,0.00,360,000.00,0,"Open","14/11/2013","Ergotamine tabs"
"5147","H101112","14/11/2013","NPS0011","VASCO PHARMACY",50,0.00,55,000.00,0,"Open","14/11/2013","FERRO-BCOMPLEX SYRUP"
"5147","R211160","14/11/2013","NPS0011","VASCO PHARMACY",300,0.00,120,000.00,0,"Open","14/11/2013","Tetracycline eye ointment 1%, tube 5 g"
"5147","VM00012","14/11/2013","NPS0011","VASCO PHARMACY",120,0.00,120,000.00,0,"Open","14/11/2013","Multivitamin syrup"
"5147","BS0008","14/11/2013","NPS0011","VASCO PHARMACY",2,000,0.00,190,000.00,0,"Open","14/11/2013","Surgical blades size 24"
"5147","F721323","14/11/2013","NPS0011","VASCO PHARMACY",400,0.00,54,000.00,0,"Open","14/11/2013","Activated charcoal tabs"
"5147","E00067","14/11/2013","NPS0011","VASCO PHARMACY",2,0.00,530,000.00,0,"Open","14/11/2013","Sphygnomanometer - children"
"5147","K131130","14/11/2013","NPS0011","VASCO PHARMACY",1,000,0.00,39,000.00,0,"Open","14/11/2013","Isosobide dinitrate tabs 20 mg (sustained release)"
"5147","X00001","14/11/2013","NPS0011","VASCO PHARMACY",2,0.00,190,000.00,0,"Open","14/11/2013","X-ray developer"
"5147","F721324","14/11/2013","NPS0011","VASCO PHARMACY",100,0.00,160,000.00,0,"Open","14/11/2013","Quinine syrup"
"5147","BN00010","14/11/2013","NPS0011","VASCO PHARMACY",35,000,0.00,2,625,000.00,0,"Open","14/11/2013","Syringe 2ml"
"5147","X00002","14/11/2013","NPS0011","VASCO PHARMACY",2,0.00,190,000.00,0,"Open","14/11/2013","X-ray fixer"
"5148","F722200","14/11/2013","NPS0011","VASCO PHARMACY",50,000,0.00,350,000.00,0,"Open","14/11/2013","Metronidazole tabs 200 mg (Flagyl)"
"5148","N162120","14/11/2013","NPS0011","VASCO PHARMACY",5,000,0.00,140,000.00,0,"Open","14/11/2013","Glibenclamide tabs 5 mg"
"5148","R211160","14/11/2013","NPS0011","VASCO PHARMACY",200,0.00,71,000.00,0,"Open","14/11/2013","Tetracycline eye ointment 1%, tube 5 g"
"5148","BS00043","14/11/2013","NPS0011","VASCO PHARMACY",30,0.00,1,080,000.00,0,"Open","14/11/2013","Coated Vicryl/polyglycolic acid 1,RB,Taper point"
"5148","BN0006","14/11/2013","NPS0011","VASCO PHARMACY",5,000,0.00,800,000.00,0,"Open","14/11/2013","Syringes insuline,1ml"
"5148","D412100","14/11/2013","NPS0011","VASCO PHARMACY",20,000,0.00,30,000.00,0,"Open","14/11/2013","Chlorpheniramine tabs 4 mg"
"5148","D423000","14/11/2013","NPS0011","VASCO PHARMACY",20,000,0.00,256,000.00,0,"Open","14/11/2013","Prednisolone tabs 5 mg"
"5148","IV0018","14/11/2013","NPS0011","VASCO PHARMACY",480,0.00,339,998.40,0,"Open","14/11/2013","RINGER LACTATE 500ML"
"5148","A133100","14/11/2013","NPS0011","VASCO PHARMACY",1,000,0.00,200,000.00,0,"Open","14/11/2013","Diazepam injection 5 mg/mL, vial 2 mL"
"5148","BS00034","14/11/2013","NPS0011","VASCO PHARMACY",2,0.00,24,000.00,0,"Open","14/11/2013","Vicryl Braided silk 2/0,75cm 3/8 circle cut  "
"5148","BN0015","14/11/2013","NPS0011","VASCO PHARMACY",250,0.00,70,000.00,0,"Open","14/11/2013","IV cannular 18G (green)"
"5148","F735100","14/11/2013","NPS0011","VASCO PHARMACY",40,000,0.00,2,360,000.00,0,"Open","14/11/2013","Erythomycin tabs 250 mg"
"5148","X271251","14/11/2013","NPS0011","VASCO PHARMACY",20,000,0.00,74,000.00,0,"Open","14/11/2013","Vitamin B complex tabs (Vit B1, Vit B2, Vit B3)"
"5148","IV0020","14/11/2013","NPS0011","VASCO PHARMACY",480,0.00,320,001.60,0,"Open","14/11/2013","DEXTROSE 5% 500ML"
"5148","F734200","14/11/2013","NPS0011","VASCO PHARMACY",4,850,0.00,970,000.00,0,"Open","14/11/2013","Gentamycin injection 40 mg/mL, ampoule 2 mL"
"5148","BS00035","14/11/2013","NPS0011","VASCO PHARMACY",20,0.00,320,000.00,0,"Open","14/11/2013","Vicryl Braided silk 0,75cm 3/8 circle cut  "
"5148","B00002","14/11/2013","NPS0011","VASCO PHARMACY",150,0.00,6,000,000.00,0,"Open","14/11/2013","Gauze  absorbent"
"5148","H101110","14/11/2013","NPS0011","VASCO PHARMACY",80,000,0.00,1,040,000.00,0,"Open","14/11/2013","Ferrous with folic acid tabs 200/0,25mg"
"5148","K133610","14/11/2013","NPS0011","VASCO PHARMACY",5,000,0.00,375,000.00,0,"Open","14/11/2013","Captopril tabs 25 mg"
"5148","F736110","14/11/2013","NPS0011","VASCO PHARMACY",600,0.00,362,502.00,0,"Open","14/11/2013","Cotrimoxazole susp. 240 mg p/5mL, 100ml (Bactrim)"
"5148","F722220","14/11/2013","NPS0011","VASCO PHARMACY",3,470,0.00,1,735,000.00,0,"Open","14/11/2013","Metronidazole inj. 5 mg/mL, 100 mL bottle (Flagyl)"
"5148","BG0003","14/11/2013","NPS0011","VASCO PHARMACY",8,000,0.00,3,200,000.00,0,"Open","14/11/2013","Surgical gloves size 7.5"
"5148","ST00206","14/11/2013","NPS0011","VASCO PHARMACY",5,000,0.00,900,000.00,0,"Open","14/11/2013","Clinic cards-mother"
"5148","K134422","14/11/2013","NPS0011","VASCO PHARMACY",20,000,0.00,200,000.00,0,"Open","14/11/2013","Furosemide tabs 40 mg  (Lasix)"
"5148","N162210","14/11/2013","NPS0011","VASCO PHARMACY",5,000,0.00,175,000.00,0,"Open","14/11/2013","Metformin tabs 500 mg"
"5148","M155100","14/11/2013","NPS0011","VASCO PHARMACY",2,000,0.00,260,000.00,0,"Open","14/11/2013","O.R.S. Sachets for 1 Liter"
"5148","N161210","14/11/2013","NPS0011","VASCO PHARMACY",50,0.00,325,000.00,0,"Open","14/11/2013","Insulin insulatard 100 IU/mL, bottle 10 mL"
"5148","L00011","14/11/2013","NPS0011","VASCO PHARMACY",300,0.00,510,000.00,0,"Open","14/11/2013","Gynacological gloves"
